capacity,demand_scenario,market_condition,replication,dp_revenue,dp_time,saa_revenue,saa_time,revenue_gap,num_eval_paths,eval_seed
3,base,standard,14,1851.3796946770044,21.19955,1822.3235907438393,36.14342403411865,1.569429761853054,1000,14000
3,base,standard,15,1819.6717472324208,21.180574,1800.7910787535372,36.29619312286377,1.037586504686879,1000,15000
3,base,standard,16,1926.615828056945,21.915238,1891.421248156957,36.016095876693726,1.8267565016053482,1000,16000
3,base,standard,17,1912.874043701045,22.1658,1876.4561279318139,36.200931787490845,1.9038323975983995,1000,17000
3,base,standard,18,1805.694303643861,21.149872,1783.5800084414752,35.95873284339905,1.2246976222807797,1000,18000
3,base,standard,19,1886.3776058198287,21.357966,1854.5189952371582,36.11573076248169,1.6888776925882028,1000,19000
3,base,standard,20,1922.2150657373518,21.976658,1899.459875961891,36.49619102478027,1.1838004072001214,1000,20000
3,base,standard,21,1848.0006395505068,21.427253,1829.8954250608897,36.284257888793945,0.9797190597304585,1000,21000
3,base,standard,22,1907.838561820057,22.225252,1897.0450321675337,36.757235050201416,0.565746487597277,1000,22000
3,base,standard,23,1862.1230493162689,22.341767,1816.2775331710102,36.94205594062805,2.462002506337707,1000,23000
3,base,standard,24,1788.7197326033752,22.376518,1768.50138248555,35.92333698272705,1.1303252124578809,1000,24000
3,base,standard,25,1878.4550888240497,21.942879,1865.674224726611,36.42685890197754,0.6803923167223354,1000,25000
3,base,standard,26,1874.1532553847221,21.514193,1850.8512343092834,35.71332597732544,1.2433359442984986,1000,26000
3,base,standard,27,1863.8977666536753,21.317518,1853.0963061315726,36.517149925231934,0.5795092797119918,1000,27000
3,base,standard,28,1958.0731162761024,22.437779,1916.7473521501436,35.73891806602478,2.110532225913651,1000,28000
3,base,standard,29,1854.6717715068535,21.502213,1842.1775311667184,35.78933000564575,0.6736631533451322,1000,29000
3,base,standard,30,1912.3336857523034,22.366904,1873.1053479560035,36.04891896247864,2.051333304881238,1000,30000
3,base,standard,31,1784.335232472458,20.814822,1743.643492465768,36.36686611175537,2.280498600608005,1000,31000
3,base,standard,32,1975.4764762100367,22.707956,1925.4944415474872,36.0460262298584,2.5301255299400136,1000,32000
3,base,standard,33,1899.2470367550418,22.187707,1869.423112044425,35.72935914993286,1.570302553246183,1000,33000
3,base,standard,34,1902.056827866248,21.903068,1869.0757946691579,35.79964804649353,1.7339667623963058,1000,34000
3,base,standard,35,1853.3288602561183,21.466227,1823.4229418426783,35.338234186172485,1.6136325859247274,1000,35000
3,base,standard,36,1902.3825423977328,22.454426,1862.9213502419395,35.39462184906006,2.0743037363062102,1000,36000
3,base,standard,37,1836.5561650655566,21.258917,1819.7634680590243,35.420742988586426,0.9143579339395201,1000,37000
3,base,standard,38,1873.6597775358111,21.546728,1865.2260539573779,36.360560178756714,0.4501203302514766,1000,38000
3,base,standard,39,1880.9146421255743,21.643588,1842.0558855539853,36.652398109436035,2.0659500277841305,1000,39000
3,base,standard,40,1903.6892706164267,22.267308,1875.197972196854,35.83642601966858,1.4966359720222155,1000,40000
3,base,standard,41,1865.7906353317496,21.913058,1841.1989258227763,35.82553696632385,1.3180315649188965,1000,41000
3,base,standard,42,1907.1926434583831,22.122256,1877.5391635849267,35.69703984260559,1.554823524260493,1000,42000
3,base,standard,43,1952.2107703513443,22.276313,1917.008524767449,35.36962008476257,1.8031990253572816,1000,43000
3,base,standard,44,1836.2362768428507,21.497268,1806.1680425139184,35.35809111595154,1.6374926641047707,1000,44000
3,base,standard,45,1800.0354723807757,21.051617,1786.911439327253,35.708455085754395,0.729098579161025,1000,45000
3,base,standard,46,1967.1539443888698,22.678083,1921.2987584887185,36.25449204444885,2.3310420636345803,1000,46000
3,base,standard,47,1920.5955425001425,22.774276,1884.0515526207967,36.61115002632141,1.9027426165831145,1000,47000
3,base,standard,48,1836.1574999352808,21.568743,1808.1783231123916,35.28963565826416,1.5237895890671382,1000,48000
3,base,standard,49,1959.1492161260196,22.460175,1903.6527377517098,35.94641900062561,2.8326825704500145,1000,49000
3,base,standard,50,1917.951575852314,22.078654,1884.8925197817412,35.64892530441284,1.723664793564025,1000,50000
3,base,standard,51,1865.7622337179532,21.292391,1821.6434924097625,35.84512996673584,2.364649713177768,1000,51000
3,base,standard,52,1860.3519438820722,21.321041,1836.6411214200825,35.26160907745361,1.2745342374578503,1000,52000
3,base,standard,53,1805.6184862539064,21.037153,1777.2919976711833,35.17587995529175,1.568796996617585,1000,53000
3,base,standard,54,1855.5555012848838,21.847227,1843.4438126827727,36.18598818778992,0.6527257521386116,1000,54000
3,base,standard,55,1871.6986685085851,21.630426,1837.2706964071554,36.42273688316345,1.8393971572818826,1000,55000
3,base,standard,56,1964.610997891746,21.789855,1919.523468573553,35.74279308319092,2.2949850818598243,1000,56000
3,base,standard,57,1876.219547260291,21.612685,1859.0766952971956,35.80083179473877,0.9136911502775813,1000,57000
3,base,standard,58,1794.1117983560514,21.227229,1784.6228570668109,35.15025591850281,0.5288935337215478,1000,58000
3,base,standard,59,1930.0719594501174,22.2469,1886.3644262984078,35.28021478652954,2.264554590190618,1000,59000
3,base,standard,60,1861.0028784676238,21.189757,1832.2853428535523,35.76302886009216,1.5431215043427509,1000,60000
3,base,standard,61,1887.7742323058596,21.51286,1865.210985269802,35.775386095047,1.1952301631163444,1000,61000
3,base,standard,62,1877.2821645172805,21.909623,1848.9360045329647,36.5842399597168,1.5099573479197612,1000,62000
3,base,standard,63,1894.7268740061281,22.185424,1861.0376939603711,37.12297010421753,1.7780494121839339,1000,63000
3,base,standard,64,1954.7409558855663,23.565952,1918.8501443534851,35.88283014297485,1.8360904253843402,1000,64000
3,base,standard,65,1858.2526645031323,22.588007,1833.7865408894554,35.72934699058533,1.316619859130878,1000,65000
3,base,standard,66,1936.8128151228168,23.26164,1899.3303287928106,35.46630501747131,1.9352663322619195,1000,66000
3,base,standard,67,1877.2009398314674,22.067013,1845.4920962134393,35.41736602783203,1.6891555371197993,1000,67000
3,base,standard,68,1881.8538563576728,22.767346,1843.479722328949,35.34860587120056,2.0391665324637334,1000,68000
3,base,standard,69,1953.3152355382306,23.058758,1923.248738357421,35.23347020149231,1.5392547313298808,1000,69000
3,base,standard,70,1931.989432446609,22.682225,1913.2938226877109,36.19389510154724,0.9676869575431712,1000,70000
3,base,standard,71,1871.7247216631395,21.620098,1837.703700045454,36.59565615653992,1.8176295490426435,1000,71000
3,base,standard,72,1876.096670372726,21.553571,1831.8978628298505,35.85126304626465,2.355891796028535,1000,72000
3,base,standard,73,1847.3853239461037,21.672506,1819.0027194928048,35.43574595451355,1.5363662407294802,1000,73000
3,base,standard,74,1832.0103344021384,20.917504,1805.8648828418732,35.31649088859558,1.427145418849264,1000,74000
3,base,standard,75,1868.544876221949,21.636118,1846.3137542104562,35.23584008216858,1.1897558519676728,1000,75000
3,base,standard,76,1893.0454897221723,21.757597,1861.635389681079,35.734498739242554,1.6592364109381819,1000,76000
3,base,standard,77,1900.2810655216058,21.933927,1853.2326425491688,35.35797905921936,2.4758665350129547,1000,77000
3,base,standard,78,1876.1358103644654,21.566407,1850.524774642306,36.00335097312927,1.3650949777022852,1000,78000
3,base,standard,79,1898.1909985130756,21.670413,1868.9297180460944,36.41200113296509,1.5415350978854392,1000,79000
3,base,standard,80,1891.779423609423,21.805957,1862.817260870868,35.91417908668518,1.5309481843975543,1000,80000
3,base,standard,81,1883.7271940824858,21.793414,1850.6961952177412,35.80162692070007,1.7534916397930485,1000,81000
3,base,standard,82,1840.67704615848,21.525094,1819.5455119630908,35.46020293235779,1.1480305162435172,1000,82000
3,base,standard,83,1846.950370034385,21.436641,1810.7024293922152,35.296201944351196,1.9625833606722751,1000,83000
3,base,standard,84,1859.9958631676259,21.519565,1819.1716211618648,35.262104749679565,2.1948566023279352,1000,84000
3,base,standard,85,1907.039655557999,22.57289,1881.218302123747,35.10952186584473,1.354001913856197,1000,85000
3,base,standard,86,1829.7833000789406,21.648085,1787.209220967347,35.86792302131653,2.3267279305564155,1000,86000
3,base,standard,87,1896.3528138171644,21.853222,1865.4872175636663,36.16794991493225,1.6276294173007189,1000,87000
3,base,standard,88,1888.605301818616,21.839908,1848.6471709181212,36.162806034088135,2.1157481058650762,1000,88000
3,base,standard,89,1847.0964256087293,21.530304,1826.287971467585,35.695292234420776,1.1265494238768072,1000,89000
3,base,standard,90,1910.2542142505813,22.383642,1863.6615891229446,35.70225405693054,2.439079824038791,1000,90000
3,base,standard,91,1801.4398147394659,21.469308,1778.2720847798548,35.43876886367798,1.2860673873227175,1000,91000
3,base,standard,92,1867.767087068309,21.654406,1842.002211169431,35.115469217300415,1.3794480091904378,1000,92000
3,base,standard,93,1838.5188176875472,21.043767,1808.6988520281807,35.12370586395264,1.6219559665357943,1000,93000
3,base,standard,94,1908.1977168835067,21.975037,1893.9167189556933,36.390953063964844,0.7484024219008747,1000,94000
3,base,standard,95,1888.6361812300772,22.10748,1841.1892524792058,36.44817805290222,2.5122323305258822,1000,95000
3,base,standard,96,1954.9037677778842,22.430193,1898.49250942092,35.70580196380615,2.8856284021124097,1000,96000
3,base,standard,97,1911.4882089278835,22.697201,1869.9652140405576,35.36519503593445,2.1722862162260137,1000,97000
3,base,standard,98,1867.7477350604568,21.480021,1825.1538355006064,35.61428713798523,2.2804953131677403,1000,98000
3,base,standard,99,1914.0685576343901,21.991918,1885.2444700140877,35.48237490653992,1.5059067505881965,1000,99000
3,base,luxury,0,3491.379579298104,39.475343,3074.0373764719557,36.40295910835266,11.953504147780162,1000,0
3,base,luxury,1,3474.8983907372585,40.526496,3066.6834276715335,36.00068712234497,11.747536680608244,1000,1000
3,base,luxury,2,3622.033826654851,42.641228,3090.3939112104918,36.57455801963806,14.677938994715525,1000,2000
3,base,luxury,3,3496.5831220994046,43.057116,3058.734782651881,36.45282793045044,12.522177341650972,1000,3000
3,base,luxury,4,3445.7737340173735,40.230339,3056.7258947465143,35.35955286026001,11.290579977149992,1000,4000
3,base,luxury,5,3393.122168056304,39.236329,3051.880277835474,35.32383584976196,10.05687014258921,1000,5000
3,base,luxury,6,3593.348327575874,41.191849,3086.486555291175,35.41584610939026,14.105556324583631,1000,6000
3,base,luxury,7,3578.0329108124597,41.258358,3135.6236757754773,35.73475790023804,12.364593788393217,1000,7000
3,base,luxury,8,3491.0909783385005,41.146404,3068.9322444624486,35.8131799697876,12.092458675395736,1000,8000
3,base,luxury,9,3511.7248818143253,41.42875,3081.8899890764615,35.52479696273804,12.23999337088703,1000,9000
3,base,luxury,10,3594.477339637762,43.926776,3117.917364494498,36.46926927566528,13.258115996115578,1000,10000
3,base,luxury,11,3437.5877721592997,39.42145,3016.5781448031953,36.16347813606262,12.247240078226419,1000,11000
3,base,luxury,12,3595.4684714090695,40.776682,3097.8683478181038,35.21276903152466,13.839646420149402,1000,12000
3,base,luxury,13,3554.081570330086,41.700507,3098.1773774809035,35.322874784469604,12.827623222132187,1000,13000
3,base,luxury,14,3459.951136502146,40.32599,3064.753166218499,35.417720794677734,11.422067962589042,1000,14000
3,base,luxury,15,3435.296033307609,38.431291,3049.631134846569,35.102941274642944,11.226540441398585,1000,15000
3,base,luxury,16,3597.16803829089,41.569227,3112.4584886451794,35.727810859680176,13.474754153437015,1000,16000
3,base,luxury,17,3577.48066721362,43.134765,3075.530992301704,35.529178857803345,14.030814464271248,1000,17000
3,base,luxury,18,3396.6376878286624,39.235198,3039.022552130959,36.14921689033508,10.528504025588694,1000,18000
3,base,luxury,19,3557.132268310669,39.713157,3064.826781530673,36.38072609901428,13.83995448147332,1000,19000
3,base,luxury,20,3628.861242589829,41.357933,3131.617685329439,35.705968141555786,13.70246818546083,1000,20000
3,base,luxury,21,3464.4497956175896,40.332197,3075.5733783094947,35.60928702354431,11.22476699763438,1000,21000
3,base,luxury,22,3604.812796781931,42.044875,3081.947816025297,35.31832504272461,14.504636169273565,1000,22000
3,base,luxury,23,3458.341325490133,41.061884,3055.774575413845,35.341941118240356,11.64045743863163,1000,23000
3,base,luxury,24,3386.1389290329635,39.882958,3011.7563832737833,35.390793800354004,11.056325614675796,1000,24000
3,base,luxury,25,3529.6101266379287,41.020766,3110.6834764176833,35.573192834854126,11.868921359291514,1000,25000
3,base,luxury,26,3497.365376591531,40.301237,3071.5021253231544,35.99012088775635,12.176687460759826,1000,26000
3,base,luxury,27,3497.2605223586115,39.442527,3086.707685877811,37.045109033584595,11.739269461227234,1000,27000
3,base,luxury,28,3656.5718275894315,43.42024,3116.3894906990095,35.463366985321045,14.772917430874955,1000,28000
3,base,luxury,29,3487.1249415402485,41.541357,3044.450776999382,35.44294095039368,12.694531224491751,1000,29000
3,base,luxury,30,3561.2423525529193,41.378893,3084.456258053833,35.34168887138367,13.38819567158344,1000,30000
3,base,luxury,31,3357.1678078686846,36.580996,3029.5807612229437,35.34086298942566,9.757839506203034,1000,31000
3,base,luxury,32,3665.818071699386,43.200746,3135.080157794263,36.82043099403381,14.478021099914695,1000,32000
3,base,luxury,33,3555.4206013446537,40.207908,3072.808874337615,36.378649950027466,13.573970033939602,1000,33000
3,base,luxury,34,3571.721385677331,43.469726,3090.0651843037263,36.47223711013794,13.485268008446994,1000,34000
3,base,luxury,35,3496.7545210004732,42.47448,3048.9828561703944,36.39277410507202,12.80535027954907,1000,35000
3,base,luxury,36,3552.7098213565955,41.777512,3068.2100242478427,35.425621032714844,13.637471717961683,1000,36000
3,base,luxury,37,3458.77569025219,40.518539,3044.5973227363406,35.668922901153564,11.974710261874497,1000,37000
3,base,luxury,38,3543.041132325032,41.792844,3066.5776849909175,35.689826011657715,13.447866664236189,1000,38000
3,base,luxury,39,3516.721797035494,40.336936,3077.482181803928,35.449668169021606,12.490030220810574,1000,39000
3,base,luxury,40,3567.651657256246,42.352501,3079.0494604190644,35.486361265182495,13.695344831197676,1000,40000
3,base,luxury,41,3488.3944207687314,40.321388,3095.6081624406384,35.26496195793152,11.259800669029147,1000,41000
3,base,luxury,42,3545.800968637293,41.992745,3110.9084268649335,36.329904079437256,12.265001493851345,1000,42000
3,base,luxury,43,3658.0302312381914,42.502538,3145.0769146065854,36.20793914794922,14.022664773275494,1000,43000
3,base,luxury,44,3410.067197517739,42.771638,3011.385556221678,35.38382411003113,11.691313343803595,1000,44000
3,base,luxury,45,3400.3911039690392,38.612523,3036.81600506675,35.49604296684265,10.692155337011474,1000,45000
3,base,luxury,46,3604.597502769217,42.917255,3147.837774869929,35.562264919281006,12.671587536427694,1000,46000
3,base,luxury,47,3598.5738907961977,42.891594,3081.952694315817,35.610138177871704,14.356275907011492,1000,47000
3,base,luxury,48,3454.6418807039768,39.815164,3008.445531953187,35.08170199394226,12.915849577434784,1000,48000
3,base,luxury,49,3638.9577394457606,43.06825,3086.44877475728,35.882771015167236,15.183165187640565,1000,49000
3,base,luxury,50,3584.6977163198135,43.300525,3079.811521495816,36.56593084335327,14.084484516656333,1000,50000
3,base,luxury,51,3493.038134302263,39.761049,3062.989642519944,35.932780027389526,12.311588801712915,1000,51000
3,base,luxury,52,3499.220578168583,40.057658,3079.724924817674,36.46030378341675,11.988259784710799,1000,52000
3,base,luxury,53,3399.426430050049,39.196786,2994.473030799296,35.2848219871521,11.912403682899857,1000,53000
3,base,luxury,54,3499.7880248057786,43.209424,3053.3634585334753,35.58314394950867,12.755760151990284,1000,54000
3,base,luxury,55,3492.6579332005704,39.5201,3055.7611306435847,35.36611294746399,12.50900634739876,1000,55000
3,base,luxury,56,3662.725289000796,42.771475,3131.081087284181,35.46549105644226,14.514989789519515,1000,56000
3,base,luxury,57,3552.9151650429963,41.053054,3076.9405580457737,35.94962000846863,13.396734368450996,1000,57000
3,base,luxury,58,3372.72092035752,39.54142,3010.741198164619,36.02484107017517,10.732572624316914,1000,58000
3,base,luxury,59,3605.916782861271,41.442164,3080.966351322256,35.243571281433105,14.558029570567912,1000,59000
3,base,luxury,60,3488.5795157629414,40.504975,3055.419034599147,36.54973578453064,12.416528825173234,1000,60000
3,base,luxury,61,3565.063067637428,41.832361,3069.4922886873987,35.56930899620056,13.900757701839051,1000,61000
3,base,luxury,62,3512.301897334827,40.418131,3074.3802533660364,35.14276885986328,12.468223312497436,1000,62000
3,base,luxury,63,3555.5284427503707,42.693151,3069.915524554846,35.997700691223145,13.657967472758568,1000,63000
3,base,luxury,64,3654.2259825781885,41.469786,3105.334006601681,36.224467754364014,15.020745257501686,1000,64000
3,base,luxury,65,3481.409422056466,40.481776,3086.890696349294,36.56225371360779,11.332155396825753,1000,65000
3,base,luxury,66,3612.960083004983,43.200983,3093.586022083383,36.419755935668945,14.375305815436098,1000,66000
3,base,luxury,67,3529.5173788237953,39.900215,3073.5346338959744,35.50623106956482,12.919124514405317,1000,67000
3,base,luxury,68,3506.54367976436,41.910461,3042.1920293008498,36.410221099853516,13.242431661216747,1000,68000
3,base,luxury,69,3623.988676697193,44.021269,3097.3406900236882,35.270971059799194,14.532274619397482,1000,69000
3,base,luxury,70,3629.905481808519,42.187494,3145.6759902807985,35.509223222732544,13.340002761902886,1000,70000
3,base,luxury,71,3494.2707400622608,40.408171,3051.2709183913767,35.67202091217041,12.677890599369835,1000,71000
3,base,luxury,72,3502.036280865718,40.699959,3059.0829639907743,35.53930997848511,12.64845025436012,1000,72000
3,base,luxury,73,3466.59939658906,41.208818,3060.845083760536,35.435478925704956,11.704678458888655,1000,73000
3,base,luxury,74,3439.8624812921435,39.411502,3032.550368876229,35.25326991081238,11.840941742034767,1000,74000
3,base,luxury,75,3469.9935206733767,42.101371,3053.620377405968,36.07799220085144,11.999248436250925,1000,75000
3,base,luxury,76,3540.0894348810857,41.265138,3074.307375093819,36.645161867141724,13.157352896168085,1000,76000
3,base,luxury,77,3531.013458537496,40.39271,3119.0439337636067,35.56073188781738,11.667175149893708,1000,77000
3,base,luxury,78,3538.5035629157815,40.973416,3048.9332637744947,35.2402560710907,13.835518049835544,1000,78000
3,base,luxury,79,3570.7687526596087,39.792125,3108.015761755176,35.44025897979736,12.959477999233679,1000,79000
3,base,luxury,80,3545.2517114372677,41.034833,3065.1464211111224,35.71401405334473,13.542206009725257,1000,80000
3,base,luxury,81,3506.824790993649,40.748495,3075.916066358067,35.85311412811279,12.287717531319416,1000,81000
3,base,luxury,82,3457.7835952836526,39.011827,3032.9364376404096,35.406810998916626,12.28669018566477,1000,82000
3,base,luxury,83,3475.6758105548456,39.468888,3024.9731363298665,36.23339891433716,12.967339268417854,1000,83000
3,base,luxury,84,3484.4232825823005,41.824286,3098.808946676819,36.31874990463257,11.066805167818291,1000,84000
3,base,luxury,85,3563.700677432153,43.023056,3108.0867044404863,35.35198521614075,12.78485524547371,1000,85000
3,base,luxury,86,3403.561741787949,41.97744,3024.0140123797455,35.28979802131653,11.151486536830694,1000,86000
3,base,luxury,87,3571.0067157724966,41.406216,3058.6132087725505,35.148756980895996,14.348713060011784,1000,87000
3,base,luxury,88,3538.9909491531525,39.856337,3063.447960432977,35.67698812484741,13.437247948711716,1000,88000
3,base,luxury,89,3476.921632239294,39.386335,3067.840445762337,35.46190905570984,11.765614234264188,1000,89000
3,base,luxury,90,3560.325797646479,41.962156,3054.916197963136,35.62619090080261,14.195599740266452,1000,90000
3,base,luxury,91,3393.8101863539346,37.88324,2994.3510833571454,36.4370322227478,11.770225235428953,1000,91000
3,base,luxury,92,3523.3187150559065,41.153385,3061.6481468451348,35.353970766067505,13.103287143395603,1000,92000
3,base,luxury,93,3476.7242075408512,38.796918,3048.5122694201023,36.66379523277283,12.316534546858145,1000,93000
3,base,luxury,94,3604.668677499333,41.969829,3070.765501370309,36.29033327102661,14.81143549923731,1000,94000
3,base,luxury,95,3528.781720580774,41.505365,3045.6469627080196,36.281044006347656,13.69126220120068,1000,95000
3,base,luxury,96,3649.105289008842,44.282103,3098.852644016034,36.00814414024353,15.079111218034106,1000,96000
3,base,luxury,97,3525.601364332832,42.58,3084.3283901291334,35.94105005264282,12.516246977547985,1000,97000
3,base,luxury,98,3479.0565876938554,39.793628,3074.2006471876243,35.670677185058594,11.636946117470192,1000,98000
3,base,luxury,99,3577.286490444583,43.454668,3093.528555255919,36.37919998168945,13.523041458402812,1000,99000
3,high,budget,0,1289.9503811811917,19.976702,1273.3352711863508,36.856067180633545,1.2880425663835688,1000,0
3,high,budget,1,1284.0706333065232,19.882887,1262.1595505160124,35.43726682662964,1.7063767539087065,1000,1000
3,high,budget,2,1331.5183533040042,20.237677,1307.0151360064413,35.365378856658936,1.8402463050367388,1000,2000
3,high,budget,3,1289.6896527327835,19.620745,1251.367766878735,35.48216414451599,2.9714036840449585,1000,3000
3,high,budget,4,1259.9627324444164,19.366591,1233.2256443684653,35.17351293563843,2.122053882028657,1000,4000
3,high,budget,5,1245.5079711376875,19.523545,1207.6608695861798,35.33792185783386,3.0386880235649456,1000,5000
3,high,budget,6,1309.5194521844162,19.690998,1275.7811391089654,35.193779945373535,2.576388843951251,1000,6000
3,high,budget,7,1326.4344658719908,19.649638,1280.340864222359,36.67789602279663,3.475000298588456,1000,7000
3,high,budget,8,1260.2978209287062,19.889372,1233.9997888037174,35.656208992004395,2.086652193495816,1000,8000
3,high,budget,9,1284.619137482573,19.944983,1249.3951039180984,35.687252044677734,2.741982626344963,1000,9000
3,high,budget,10,1333.3797653366737,19.971632,1304.143871694004,35.65754008293152,2.1926156675467263,1000,10000
3,high,budget,11,1274.4379018928078,19.545266,1237.8926716074843,36.08192205429077,2.867556766088493,1000,11000
3,high,budget,12,1311.0557089705737,19.787051,1287.8365429611606,35.055227756500244,1.7710281760371995,1000,12000
3,high,budget,13,1310.3283020889266,19.90481,1276.089381810558,35.409748792648315,2.6130031858263973,1000,13000
3,high,budget,14,1296.0039168006845,19.49073,1255.883150088365,35.30576515197754,3.095728816264813,1000,14000
3,high,budget,15,1252.038379538615,19.48118,1233.8018140853287,36.155492067337036,1.4565500348325169,1000,15000
3,high,budget,16,1322.2835905209402,19.752534,1302.1229636901937,35.46181511878967,1.5246825246317803,1000,16000
3,high,budget,17,1307.2612065588519,19.599092,1288.7627233199687,35.79710793495178,1.415056390113294,1000,17000
3,high,budget,18,1254.1285301096198,19.27789,1234.7221314233072,35.38846492767334,1.5474011012743851,1000,18000
3,high,budget,19,1288.0830797237857,19.47976,1271.2929493776871,36.285789012908936,1.3034974692547758,1000,19000
3,high,budget,20,1321.5733209658824,19.610167,1307.7580220981285,35.47266697883606,1.0453675667163786,1000,20000
3,high,budget,21,1280.8934618938677,19.526158,1255.4238151111326,35.69654560089111,1.9884281980077274,1000,21000
3,high,budget,22,1310.8977616691814,19.852684,1298.6796590093268,35.13051199913025,0.932040851477017,1000,22000
3,high,budget,23,1286.1196093434726,19.652317,1248.7200012116923,36.33322811126709,2.9079416766588064,1000,23000
3,high,budget,24,1221.116747728989,19.623544,1181.38318909526,35.337225914001465,3.2538705826142134,1000,24000
3,high,budget,25,1304.449517143025,19.486856,1294.0884476954145,35.774070024490356,0.7942867325600428,1000,25000
3,high,budget,26,1290.4676846542131,19.407111,1251.405385067855,35.35962915420532,3.026987816190465,1000,26000
3,high,budget,27,1291.7996663616445,19.488066,1270.6163426576081,37.00552678108215,1.6398304052592978,1000,27000
3,high,budget,28,1345.8937823347298,19.828373,1330.8351895739768,35.21419811248779,1.1188544711627126,1000,28000
3,high,budget,29,1285.8631114073285,19.6329,1256.5942449045265,35.53250789642334,2.2762039165093024,1000,29000
3,high,budget,30,1298.9883843634082,19.597128,1259.4598439155968,35.20162510871887,3.043024935683546,1000,30000
3,high,budget,31,1244.7439448466575,19.426945,1197.8265671545225,35.21439480781555,3.7692392790000557,1000,31000
3,high,budget,32,1346.1820264715157,20.157317,1316.8296044861343,36.74773716926575,2.180419988396159,1000,32000
3,high,budget,33,1301.2228013800272,19.945368,1269.852210765297,35.685211181640625,2.410854665431603,1000,33000
3,high,budget,34,1317.5648314923894,19.739281,1297.514302848099,35.774052143096924,1.5217868726489434,1000,34000
3,high,budget,35,1292.0568798297481,19.611997,1272.672434789883,36.47110891342163,1.5002779941405804,1000,35000
3,high,budget,36,1293.0747884133625,20.212472,1271.486421153418,36.07693290710449,1.6695374044400066,1000,36000
3,high,budget,37,1257.6778943599718,19.416464,1231.6806200015415,36.6830267906189,2.0670852588738757,1000,37000
3,high,budget,38,1294.2608239273986,19.78154,1278.630152669063,35.98585224151611,1.2076909823249449,1000,38000
3,high,budget,39,1290.5506883096473,20.216732,1261.0834383515355,36.018653869628906,2.2833082206718855,1000,39000
3,high,budget,40,1304.3676298746016,20.530972,1287.5488618814632,36.65102577209473,1.2894193023446403,1000,40000
3,high,budget,41,1291.2593474470743,20.482471,1245.9515655765624,35.46127200126648,3.508805722110676,1000,41000
3,high,budget,42,1306.5828798015768,20.43396,1275.4649476052211,35.618505001068115,2.3816271189074047,1000,42000
3,high,budget,43,1349.7690485012718,20.276615,1325.738949591089,36.11526894569397,1.780311893865452,1000,43000
3,high,budget,44,1270.8086410368496,19.590018,1241.0954525601876,35.23627281188965,2.338132392019235,1000,44000
3,high,budget,45,1243.1770115894114,19.366878,1213.4818833704246,35.77245092391968,2.388648433984585,1000,45000
3,high,budget,46,1341.303000763907,19.936891,1305.860711587708,35.61198091506958,2.642377535576501,1000,46000
3,high,budget,47,1305.9646930759345,20.281308,1290.240193950993,35.550179958343506,1.2040523919452728,1000,47000
3,high,budget,48,1257.794147611975,19.598943,1223.0037941487103,35.17591214179993,2.7659815025627976,1000,48000
3,high,budget,49,1331.3280296350224,19.923072,1312.6113912182423,36.658689975738525,1.4058622668607996,1000,49000
3,high,budget,50,1326.3131757839199,19.766405,1306.8964109021806,35.72893810272217,1.4639653165070112,1000,50000
3,high,budget,51,1301.4389507000303,19.527838,1266.1492372669757,36.7581148147583,2.7115919201644223,1000,51000
3,high,budget,52,1285.7290581884401,19.538694,1261.1538797313356,35.20975399017334,1.9113808076897936,1000,52000
3,high,budget,53,1271.6029445633208,19.541502,1239.5973676047067,35.37827515602112,2.5169473769664017,1000,53000
3,high,budget,54,1284.9960387418002,19.595642,1280.8845579832475,35.4104368686676,0.3199605784449312,1000,54000
3,high,budget,55,1274.258346535389,19.791363,1255.3694591058934,35.21080803871155,1.4823436299909643,1000,55000
3,high,budget,56,1361.6932220274687,19.702805,1330.0717904786418,35.585598945617676,2.3222140668178337,1000,56000
3,high,budget,57,1292.4818219496394,19.501576,1282.5718237935498,36.684974193573,0.7667417821893164,1000,57000
3,high,budget,58,1234.0114369848175,19.353479,1200.0678779355856,35.16931200027466,2.75066810824457,1000,58000
3,high,budget,59,1326.241582810684,19.830826,1306.4163231027014,36.11214518547058,1.4948452804478571,1000,59000
3,high,budget,60,1265.4014353640341,19.375836,1239.8667252310536,35.469321966171265,2.0179137955248674,1000,60000
3,high,budget,61,1292.6467380419526,19.452712,1270.8143245458434,35.70095896720886,1.6889698363514258,1000,61000
3,high,budget,62,1279.7360410672586,19.617412,1270.0981300444646,35.14307522773743,0.7531171048958117,1000,62000
3,high,budget,63,1297.9714122904409,19.822147,1291.4650615578653,35.643401861190796,0.5012707268409151,1000,63000
3,high,budget,64,1335.014777963467,20.207002,1321.8406277619272,35.53992581367493,0.9868168067500054,1000,64000
3,high,budget,65,1294.0765781825837,19.911254,1260.5918572930686,36.49382829666138,2.587537820717025,1000,65000
3,high,budget,66,1329.6039427036135,19.957676,1299.5081024481244,35.66865396499634,2.263519179575555,1000,66000
3,high,budget,67,1285.651851059401,19.533993,1253.9222252383083,36.343262910842896,2.4679796318845466,1000,67000
3,high,budget,68,1275.469714380069,19.784568,1248.8029493674185,35.352588176727295,2.0907407453113622,1000,68000
3,high,budget,69,1344.0439793835048,20.037425,1313.7621736435344,35.57096314430237,2.253036820555551,1000,69000
3,high,budget,70,1316.4905924228847,19.877997,1290.9521144098776,35.43696904182434,1.9398906577832633,1000,70000
